word,rank,score
plane,0.01451,0.02206
crown,0.01357,0.00145
urban,0.03105,0.00084
snide,0.00019,0.01011
relay,0.00756,0.03015
abide,0.00303,0.00112
viola,0.002,0.00433
rajah,0.00013,0.00032
straw,0.00323,0.00077
dilly,0.00013,0.00997
crash,0.01247,0.00505
amass,0.00015,0.0029
third,0.07784,0.00686
trick,0.00669,0.0021
tutor,0.00378,0.00348
woody,0.00355,0.0065
blurb,0.00063,0.00022
grief,0.00371,0.00299
disco,0.00576,0.00197
where,0.29384,0.00269
sassy,0.00135,0.01044
beach,0.08612,0.00679
sauna,0.00343,0.01571
comic,0.01361,0.00137
clued,0.0001,0.0204
creep,0.00148,0.00326
caste,0.00095,0.03768
graze,0.0003,0.00355
snuff,0.0007,0.00009
frock,0.00015,0.00144
gonad,0.00008,0.02824
drunk,0.00857,0.00216
prong,0.00086,0.00224
lurid,0.00018,0.01475
steel,0.04031,0.00454
halve,0.0002,0.00552
buyer,0.03426,0.00894
vinyl,0.01387,0.00041
utile,0.00023,0.00139
smell,0.00541,0.00119
adage,0.00034,0.00061
worry,0.0108,0.01196
tasty,0.00291,0.01424
local,0.2207,0.00301
trade,0.08974,0.01695
finch,0.00148,0.00294
ashen,0.00015,0.00025
modal,0.0014,0.00721
gaunt,0.00028,0.01371
clove,0.00057,0.00374
enact,0.00103,0.00095
adorn,0.00038,0.00058
roast,0.00261,0.01518
speck,0.00062,0.00082
sheik,0.00049,0.00424
missy,0.00157,0.00425
grunt,0.0005,0.0057
snoop,0.00227,0.00068
party,0.11796,0.06743
touch,0.03002,0.00424
mafia,0.00217,0.00208
emcee,0.00024,0.00066
array,0.0205,0.00962
south,0.19448,0.01792
vapid,0.00009,0.00359
jelly,0.00301,0.00348
skulk,0.00002,0.00024
angst,0.001,0.00086
tubal,0.00046,0.00412
lower,0.05919,0.01273
crest,0.00446,0.00714
sweat,0.00371,0.00438
cyber,0.00757,0.0032
adore,0.00096,0.00167
tardy,0.00025,0.03371
swami,0.00073,0.00089
notch,0.00269,0.00156
groom,0.00215,0.00094
roach,0.00246,0.00605
hitch,0.00223,0.00077
young,0.11114,0.00071
align,0.00447,0.00301
ready,0.05108,0.01927
frond,0.00007,0.00896
strap,0.0093,0.00176
puree,0.00036,0.05363
realm,0.00499,0.00443
venue,0.01158,0.00288
swarm,0.00094,0.00102
offer,0.1029,0.00002
seven,0.03605,0.00938
dryer,0.00456,0.00266
diary,0.01216,0.02698
dryly,0.00008,0.00171
drank,0.00145,0.004
acrid,0.00009,0.0028
heady,0.00035,0.01498
theta,0.00413,0.00299
junto,0.0001,0.002
pixie,0.00085,0.00263
quoth,0.00023,0.00075
bonus,0.02268,0.0722
shalt,0.00151,0.01472
penne,0.00033,0.01333
amend,0.00636,0.00198
datum,0.00181,0.00173
build,0.06293,0.01787
piano,0.01583,0.01115
shelf,0.0092,0.00119
lodge,0.01756,0.00753
suing,0.00067,0.00546
rearm,0.00004,0.00206
coral,0.00719,0.02939
ramen,0.0003,0.0223
worth,0.03919,0.00848
psalm,0.00181,0.00035
infer,0.0009,0.0004
overt,0.00071,0.00016
mayor,0.01225,0.00391
ovoid,0.00009,0.00012
glide,0.00141,0.00834
usage,0.02074,0.00035
poise,0.00028,0.03677
randy,0.00661,0.02083
chuck,0.00781,0.00044
prank,0.00067,0.00503
fishy,0.00054,0.00333
tooth,0.00453,0.00463
ether,0.00153,0.00017
drove,0.00452,0.00373
idler,0.00029,0.00046
swath,0.00036,0.00259
stint,0.0007,0.0028
while,0.18439,0.00689
begat,0.00016,0.0104
apply,0.06223,0.00076
slang,0.00148,0.00379
tarot,0.0029,0.01394
radar,0.01221,0.00333
credo,0.00036,0.00349
aware,0.02095,0.00202
canon,0.03354,0.00921
shift,0.01615,0.00378
timer,0.0061,0.0224
bylaw,0.00087,0.00035
serum,0.00477,0.00555
three,0.18212,0.02349
steak,0.0036,0.00227
iliac,0.00015,0.00021
shirk,0.00016,0.00411
blunt,0.00337,0.00602
puppy,0.00543,0.00167
penal,0.0012,0.01704
joist,0.00016,0.00414
bunny,0.00467,0.01318
shape,0.02093,0.01671
beget,0.0001,0.01126
wheel,0.02066,0.00273
adept,0.0013,0.00041
stunt,0.00143,0.00178
stole,0.00229,0.01082
topaz,0.00191,0.00053
chore,0.00046,0.01351
fluke,0.00095,0.00525
afoot,0.0003,0.00011
bloat,0.00026,0.01219
bully,0.00125,0.01141
dense,0.00426,0.01041
caper,0.0004,0.02948
sneer,0.00017,0.00928
boxer,0.00293,0.00986
jumbo,0.00264,0.00029
lunge,0.00016,0.0105
space,0.09905,0.00679
avail,0.00318,0.00025
short,0.08702,0.01095
slurp,0.0004,0.00191
loyal,0.00367,0.00163
flirt,0.00148,0.00566
pizza,0.01204,0.00018
conch,0.00031,0.00345
tempo,0.00275,0.00274
droop,0.00013,0.00081
plate,0.01979,0.02515
bible,0.03675,0.00613
plunk,0.00009,0.00201
afoul,0.00013,0.00008
savoy,0.00102,0.01913
steep,0.00277,0.00141
agile,0.00147,0.0017
stake,0.00413,0.00877
dwell,0.00164,0.00045
knave,0.00012,0.00094
beard,0.00258,0.02682
arose,0.00213,0.01341
motif,0.00241,0.00161
smash,0.0026,0.00086
broil,0.00039,0.00881
glare,0.00128,0.01494
shove,0.00069,0.00496
baggy,0.00034,0.00508
mammy,0.00012,0.00347
swamp,0.0021,0.00046
along,0.06802,0.00143
rugby,0.01059,0.00212
wager,0.00111,0.01313
quack,0.0004,0.0003
squat,0.00075,0.0003
snaky,0.00002,0.0108
debit,0.00378,0.0059
mange,0.0002,0.02414
skate,0.00402,0.00625
ninth,0.00358,0.00177
joust,0.00013,0.00263
tramp,0.00089,0.0014
spurn,0.00006,0.00225
medal,0.00632,0.0056
micro,0.01811,0.00261
rebel,0.00532,0.0047
flank,0.00074,0.00259
learn,0.14627,0.01096
nadir,0.00029,0.00424
maple,0.00791,0.01668
comfy,0.00102,0.00742
remit,0.00091,0.00831
gruff,0.00019,0.0001
ester,0.00129,0.00034
least,0.09067,0.0108
mogul,0.00061,0.0025
fetch,0.00236,0.00222
cause,0.05372,0.02713
oaken,0.00006,0.00489
aglow,0.00009,0.00005
meaty,0.00032,0.0405
gaffe,0.00011,0.00114
shyly,0.00017,0.00227
racer,0.00296,0.01086
prowl,0.00028,0.00121
thief,0.00242,0.00222
stern,0.00379,0.00313
poesy,0.00005,0.02641
rocky,0.00848,0.00836
tweet,0.00014,0.00165
waist,0.00409,0.00911
spire,0.00059,0.01016
grope,0.00013,0.00942
havoc,0.00138,0.00059
patsy,0.00087,0.01989
truly,0.01768,0.01277
forty,0.00604,0.04339
deity,0.00103,0.03377
uncle,0.00663,0.00075
swish,0.00077,0.00063
giver,0.00057,0.00824
preen,0.00006,0.01093
bevel,0.00047,0.00488
lemur,0.00023,0.00321
draft,0.02856,0.00335
slope,0.00527,0.01711
annoy,0.00122,0.00275
lingo,0.00086,0.00312
bleak,0.00089,0.00385
ditty,0.00023,0.00842
curly,0.00182,0.03266
cedar,0.00773,0.01052
dirge,0.00031,0.01806
grown,0.01136,0.00101
horde,0.00247,0.0219
drool,0.00044,0.00262
shuck,0.00009,0.00148
crypt,0.00155,0.0014
cumin,0.0005,0.00648
stock,0.14371,0.00096
gravy,0.00117,0.00372
locus,0.00245,0.01869
wider,0.00667,0.00864
breed,0.00629,0.01796
quite,0.04791,0.00331
chafe,0.0001,0.00549
cache,0.01406,0.00364
blimp,0.00021,0.00098
deign,0.00008,0.00649
fiend,0.00055,0.01173
logic,0.01956,0.00122
cheap,0.07911,0.00175
elide,0.00002,0.00198
rigid,0.00346,0.00284
false,0.02729,0.02234
renal,0.00366,0.0125
pence,0.00082,0.01031
rowdy,0.00042,0.00544
shoot,0.01035,0.00532
blaze,0.002,0.00374
envoy,0.00128,0.00057
posse,0.00085,0.00932
brief,0.02657,0.00426
never,0.12191,0.00248
abort,0.00128,0.00077
mouse,0.02744,0.01892
mucky,0.00009,0.00523
sulky,0.00013,0.02546
fiery,0.0015,0.01683
media,0.17643,0.00656
trunk,0.00898,0.00258
yeast,0.00496,0.0034
clear,0.0721,0.01021
skunk,0.00076,0.00025
scalp,0.00111,0.00096
bitty,0.00033,0.01121
cider,0.00142,0.01934
koala,0.00075,0.00635
duvet,0.00128,0.00817
segue,0.00019,0.007
creme,0.00141,0.00583
super,0.05437,0.02623
grill,0.00836,0.00288
after,0.30402,0.00042
owner,0.04743,0.0016
ember,0.0004,0.00037
reach,0.02909,0.0047
nobly,0.0001,0.00568
empty,0.02136,0.0006
speed,0.06777,0.0075
gipsy,0.00032,0.00534
recur,0.00031,0.00135
smock,0.00018,0.00076
dread,0.00134,0.00623
merge,0.00486,0.01082
burst,0.0042,0.01204
kappa,0.00228,0.00073
amity,0.00044,0.00422
shaky,0.00063,0.01705
hover,0.00127,0.00957
carol,0.00906,0.0206
snort,0.00124,0.00693
synod,0.00089,0.00573
faint,0.00209,0.02015
haunt,0.0008,0.0105
flour,0.00421,0.00277
chair,0.03323,0.00916
detox,0.00187,0.00083
shrew,0.00031,0.00379
tense,0.00189,0.01246
plied,0.0002,0.02987
quark,0.00186,0.00053
burly,0.0002,0.0322
novel,0.01779,0.0045
waxen,0.00003,0.00381
stoic,0.00022,0.00103
jerky,0.00062,0.00638
blitz,0.00202,0.00048
beefy,0.0003,0.00492
lyric,0.00568,0.00051
hussy,0.00007,0.00257
towel,0.004,0.01276
quilt,0.00423,0.00136
below,0.11877,0.00139
bingo,0.00778,0.00492
wispy,0.0001,0.00409
brash,0.00038,0.00498
scone,0.00017,0.00814
toast,0.00266,0.00985
easel,0.00065,0.00502
saucy,0.00039,0.03097
value,0.14841,0.00708
spice,0.0058,0.00576
honor,0.01368,0.00574
route,0.02563,0.02986
sharp,0.0203,0.00277
bawdy,0.00013,0.00849
radii,0.00047,0.0017
skull,0.00363,0.00045
phony,0.00062,0.01179
issue,0.10469,0.00006
lager,0.00086,0.01837
swell,0.0018,0.00103
urine,0.004,0.00557
gassy,0.00005,0.00639
trial,0.0461,0.01024
flora,0.00388,0.00499
upper,0.03125,0.00031
latch,0.00145,0.00298
wight,0.00179,0.00088
brick,0.0066,0.00233
retry,0.00075,0.00729
holly,0.00557,0.01083
decal,0.00188,0.00553
grass,0.01049,0.01882
shack,0.00223,0.00274
dogma,0.00083,0.00352
mover,0.00188,0.01359
defer,0.00098,0.00385
sober,0.00136,0.0426
optic,0.00372,0.0001
crier,0.00031,0.0177
vying,0.00028,0.00019
nomad,0.00116,0.00766
flute,0.00333,0.00943
hippo,0.00093,0.0005
shark,0.00481,0.00484
drier,0.00055,0.0131
obese,0.00136,0.00018
bugle,0.00048,0.01141
tawny,0.00049,0.01275
chalk,0.00204,0.00307
feast,0.0034,0.01118
ruddy,0.00032,0.00222
pedal,0.00307,0.00692
scarf,0.00259,0.0005
cruel,0.00341,0.0159
bleat,0.00012,0.01087
tidal,0.00185,0.0056
slush,0.00032,0.00171
semen,0.00127,0.01993
windy,0.00176,0.00833
dusty,0.00191,0.01248
sally,0.00484,0.03744
igloo,0.00032,0.00004
nerdy,0.00035,0.00967
jewel,0.00457,0.00123
shone,0.00057,0.02519
whale,0.00483,0.00811
hymen,0.00028,0.00205
abuse,0.02957,0.00078
fugue,0.00033,0.00195
elbow,0.00284,0.00008
crumb,0.00055,0.00034
pansy,0.00034,0.03105
welsh,0.00599,0.00268
syrup,0.00253,0.00074
terse,0.00023,0.01553
suave,0.00027,0.01347
gamut,0.00045,0.00535
swung,0.00071,0.00048
drake,0.00356,0.01504
freed,0.00219,0.01178
afire,0.00009,0.0005
shirt,0.03302,0.0116
grout,0.00051,0.00432
oddly,0.00113,0.00011
tithe,0.00029,0.00309
plaid,0.00137,0.01333
dummy,0.00263,0.00269
broom,0.00107,0.00134
blind,0.01344,0.01073
torch,0.00274,0.00761
enemy,0.01148,0.0006
again,0.12291,0.0004
tying,0.00155,0.00064
pesky,0.0005,0.01199
alter,0.00638,0.01232
gazer,0.00011,0.00798
noble,0.01027,0.00666
ethos,0.00077,0.0006
bride,0.00705,0.01601
extol,0.00012,0.00009
decor,0.00986,0.00508
hobby,0.00671,0.00134
beast,0.01205,0.01704
idiom,0.00045,0.00002
utter,0.00171,0.00054
these,0.44101,0.00384
sixth,0.00809,0.00236
alarm,0.01391,0.00103
erase,0.00252,0.00345
elegy,0.00024,0.00128
spunk,0.00033,0.0012
piper,0.00273,0.00837
scaly,0.00022,0.00849
scold,0.00014,0.00431
hefty,0.00074,0.00411
chick,0.00634,0.00069
sooty,0.00018,0.04703
canal,0.00675,0.01273
whiny,0.00018,0.006
slash,0.00239,0.00318
quake,0.0037,0.00217
joint,0.03165,0.00633
swept,0.00213,0.0017
prude,0.00008,0.0096
heavy,0.03071,0.00493
wield,0.00034,0.00794
femme,0.00206,0.00251
lasso,0.00047,0.00173
maize,0.00181,0.00787
shale,0.00063,0.03082
screw,0.00667,0.00122
spree,0.00099,0.01882
smoky,0.00148,0.00471
whiff,0.0002,0.00006
scent,0.00267,0.00347
glade,0.00095,0.00983
spent,0.02423,0.00449
prism,0.00216,0.00198
stoke,0.00208,0.00702
riper,0.00006,0.00614
orbit,0.00439,0.00131
cocoa,0.0029,0.00297
guilt,0.00295,0.01108
humus,0.00015,0.00584
shush,0.00005,0.00089
table,0.13478,0.01805
smirk,0.00033,0.00142
wrong,0.04007,0.00108
noisy,0.00303,0.01191
alert,0.02647,0.00589
shiny,0.0026,0.02278
elate,0.00001,0.00445
resin,0.00405,0.00632
whole,0.06945,0.0065
hunch,0.00027,0.00104
pixel,0.00718,0.00434
polar,0.00629,0.02741
hotel,0.2429,0.01733
sword,0.0072,0.00371
cleat,0.0003,0.01103
mango,0.00177,0.00616
rumba,0.00033,0.00156
puffy,0.00284,0.00068
filly,0.00041,0.00871
billy,0.01102,0.01328
leash,0.00107,0.00546
clout,0.00052,0.00462
dance,0.04169,0.02282
ovate,0.00012,0.00057
facet,0.001,0.02224
chili,0.00371,0.00142
paint,0.01787,0.029
liner,0.00366,0.02975
curio,0.00041,0.01114
salty,0.00098,0.08712
audio,0.10354,0.0029
snake,0.0062,0.01265
fable,0.00137,0.01317
cloak,0.00118,0.00438
navel,0.00123,0.00487
spurt,0.00027,0.00308
pesto,0.00043,0.00643
balmy,0.00017,0.02269
flash,0.05575,0.00242
unwed,0.0001,0.00084
early,0.08153,0.02052
churn,0.00057,0.00317
weedy,0.00013,0.0045
stump,0.00111,0.00037
lease,0.01401,0.01131
witty,0.00143,0.00508
wimpy,0.00021,0.00393
spoof,0.00074,0.00025
saner,0.00007,0.13228
blend,0.00789,0.00903
salsa,0.00345,0.00873
thick,0.01144,0.00122
warty,0.00009,0.03238
manic,0.00118,0.0042
blare,0.00004,0.02127
squib,0.00009,0.00002
spoon,0.00326,0.00163
probe,0.00786,0.00733
crepe,0.00063,0.00607
knack,0.0005,0.00021
force,0.06456,0.02302
debut,0.00589,0.00269
order,0.27441,0.00188
haste,0.00086,0.01999
teeth,0.00796,0.00321
agent,0.04655,0.0007
widen,0.00096,0.00681
icily,0.00002,0.00038
slice,0.00377,0.01761
ingot,0.00019,0.00026
clash,0.00288,0.00375
juror,0.00068,0.00168
blood,0.05001,0.00448
abode,0.00102,0.00106
throw,0.01284,0.00059
unity,0.00706,0.00199
pivot,0.00141,0.00359
slept,0.00193,0.00729
troop,0.00213,0.00097
spare,0.00816,0.01197
sewer,0.00408,0.01342
parse,0.00302,0.04537
morph,0.00062,0.00666
cacti,0.00039,0.00256
tacky,0.00042,0.01172
spool,0.00122,0.00146
demon,0.00375,0.00521
moody,0.00308,0.01096
annex,0.0069,0.0005
begin,0.03704,0.00622
fuzzy,0.00427,0.0002
patch,0.03261,0.00444
water,0.17541,0.02231
lumpy,0.00024,0.00472
admin,0.03084,0.00037
omega,0.00839,0.00031
limit,0.03121,0.00323
tabby,0.00041,0.00242
macho,0.00065,0.0014
aisle,0.00156,0.01582
skiff,0.00023,0.00004
basis,0.04883,0.04729
plank,0.00103,0.00373
verge,0.00116,0.00378
botch,0.00008,0.00435
crawl,0.00233,0.00163
lousy,0.00089,0.01339
slain,0.00104,0.01567
cubic,0.00471,0.00051
raise,0.0172,0.02914
wrack,0.00006,0.00125
guide,0.17394,0.01418
foist,0.00005,0.01221
cameo,0.00124,0.02391
under,0.25539,0.00099
actor,0.01327,0.00093
revue,0.00105,0.00187
fraud,0.01254,0.0057
harpy,0.00009,0.01791
scoop,0.0043,0.00035
climb,0.00464,0.0004
refer,0.02209,0.00236
olden,0.00026,0.00219
clerk,0.00972,0.0026
debar,0.00004,0.00667
tally,0.00148,0.01955
ethic,0.00109,0.00002
cairn,0.00056,0.0207
tulle,0.00027,0.01201
ghoul,0.0002,0.00164
hilly,0.00042,0.00715
crude,0.00417,0.01032
apart,0.01346,0.00135
scale,0.03775,0.00995
older,0.03605,0.00278
plain,0.01936,0.00859
sperm,0.00485,0.00102
briny,0.00005,0.02283
abbot,0.00081,0.00013
rerun,0.00062,0.00325
quest,0.01162,0.00076
crisp,0.00316,0.00172
bound,0.01818,0.02046
befit,0.00003,0.00419
drawn,0.01209,0.00134
suite,0.03654,0.06616
itchy,0.00096,0.00012
cheer,0.00297,0.00864
bagel,0.00065,0.02049
guess,0.02343,0.01695
broad,0.01742,0.01862
axiom,0.00122,0.00014
chard,0.00037,0.00912
caput,0.00009,0.0055
leant,0.00008,0.0165
harsh,0.00333,0.00312
curse,0.00325,0.02557
proud,0.01399,0.00657
swing,0.01038,0.00075
opine,0.00008,0.00187
taste,0.01411,0.01669
lupus,0.00125,0.0049
gumbo,0.00038,0.0009
miner,0.00185,0.03586
green,0.08827,0.00813
chasm,0.00042,0.00145
lipid,0.00217,0.0026
topic,0.12146,0.00173
armor,0.00489,0.00207
brush,0.00817,0.00269
crane,0.00399,0.03198
mural,0.00111,0.01254
abled,0.0001,0.00242
habit,0.00398,0.00588
bossy,0.00013,0.00842
maker,0.01356,0.01639
dusky,0.00032,0.00696
dizzy,0.00116,0.00027
lithe,0.00011,0.00436
brook,0.00493,0.00189
jazzy,0.00069,0.00013
fifty,0.00663,0.00213
sense,0.0429,0.0159
giant,0.01394,0.01553
surly,0.0003,0.05542
legal,0.11579,0.00216
fatal,0.00553,0.00528
flunk,0.00007,0.0014
began,0.0312,0.00759
prune,0.00056,0.01605
small,0.16986,0.00166
slant,0.00107,0.01922
scoff,0.00014,0.00006
torus,0.00042,0.08089
ninny,0.00003,0.00367
covey,0.00059,0.03482
viper,0.00179,0.00473
taken,0.07094,0.01521
moral,0.01112,0.02214
vogue,0.00176,0.0028
owing,0.00196,0.00013
token,0.00462,0.01408
entry,0.0658,0.00149
booth,0.0063,0.00773
voter,0.004,0.01216
chide,0.00005,0.00942
elfin,0.00014,0.00044
ebony,0.01209,0.00062
neigh,0.00017,0.00215
minim,0.00014,0.00123
melon,0.0011,0.00882
kneed,0.00006,0.00273
decoy,0.00042,0.0098
voila,0.00041,0.00695
ankle,0.00338,0.002
arrow,0.00943,0.00046
mushy,0.00022,0.00333
tribe,0.00643,0.00739
cease,0.00333,0.01809
eager,0.0034,0.00484
birth,0.02958,0.01235
graph,0.01266,0.00284
odder,0.00005,0.00017
terra,0.00306,0.00965
weird,0.00942,0.01031
tried,0.02788,0.03836
clack,0.0002,0.00103
color,0.09209,0.00955
rough,0.00942,0.00339
weigh,0.00292,0.00271
uncut,0.0032,0.00009
ladle,0.0003,0.00743
strip,0.01525,0.00144
craft,0.01347,0.00452
minus,0.00573,0.03639
dicey,0.00013,0.02777
titan,0.00324,0.00492
lucid,0.0009,0.00483
vicar,0.00067,0.00236
dress,0.02227,0.01437
ditch,0.00194,0.00216
gypsy,0.00179,0.00052
pasta,0.00477,0.00783
taffy,0.00034,0.00124
flame,0.00695,0.00783
swoop,0.00038,0.00032
aloof,0.00024,0.00036
sight,0.01089,0.00333
broke,0.00853,0.01604
teary,0.00011,0.03802
chart,0.02855,0.00806
sixty,0.00395,0.00834
wordy,0.00015,0.01574
sheer,0.00545,0.01465
leper,0.00016,0.00662
nosey,0.00011,0.02722
bulge,0.00072,0.01463
savor,0.00041,0.00991
clamp,0.00297,0.00117
funky,0.00455,0.01099
foamy,0.00018,0.02006
toxic,0.00739,0.00063
brand,0.0675,0.01705
plumb,0.00051,0.00024
dingy,0.00021,0.01236
butte,0.00204,0.01128
drill,0.00672,0.00307
tripe,0.00018,0.01277
bicep,0.00013,0.00419
tenor,0.00192,0.01488
krill,0.00017,0.00169
worse,0.01278,0.02017
drama,0.01707,0.0027
hyena,0.00022,0.00154
think,0.17759,0.00236
ratio,0.02157,0.00745
cobra,0.0036,0.00782
basil,0.00225,0.01138
scrum,0.00035,0.0006
bused,0.00005,0.02727
phone,0.20921,0.01382
court,0.10411,0.01668
camel,0.00897,0.02927
proof,0.02144,0.00057
heard,0.03704,0.01443
angel,0.02062,0.00254
petal,0.00073,0.01091
pouty,0.00006,0.03473
throb,0.00017,0.00055
maybe,0.0423,0.00307
fetal,0.00255,0.00759
sprig,0.00012,0.00134
spine,0.00438,0.01117
shout,0.00323,0.00613
cadet,0.0014,0.03422
macro,0.00806,0.00427
dodgy,0.00047,0.00381
satyr,0.00011,0.00394
rarer,0.00024,0.02212
binge,0.00069,0.01929
trend,0.01284,0.01094
nutty,0.00056,0.00345
leapt,0.00034,0.00877
amiss,0.00022,0.00369
split,0.0163,0.00482
myrrh,0.00024,0.00073
width,0.02053,0.00182
sonar,0.00109,0.05658
tower,0.01686,0.01805
baron,0.00286,0.02266
fever,0.007,0.00453
waver,0.00018,0.00871
spark,0.00395,0.00202
belie,0.00008,0.0209
sloop,0.00024,0.00138
expel,0.00038,0.00009
smote,0.00023,0.00991
baler,0.00013,0.06789
above,0.11567,0.00035
north,0.17755,0.00671
wafer,0.00127,0.00646
scant,0.00044,0.00485
frill,0.00008,0.00269
awash,0.00022,0.00035
snack,0.00314,0.00174
scowl,0.00009,0.00041
frail,0.00057,0.00722
drift,0.00317,0.00284
limbo,0.00069,0.00095
fence,0.00554,0.00717
motel,0.00748,0.02461
ounce,0.00266,0.0046
wreak,0.00026,0.00235
revel,0.00045,0.00338
talon,0.0007,0.01442
prior,0.05131,0.00494
knelt,0.00035,0.0016
cello,0.00192,0.00475
flake,0.00069,0.00974
debug,0.00781,0.00053
anode,0.00063,0.0045
crime,0.0329,0.01386
salve,0.00035,0.01764
scout,0.00503,0.00198
imbue,0.00009,0.00016
pinky,0.00055,0.01841
stave,0.0003,0.00272
vague,0.00227,0.00302
chock,0.00041,0.00065
fight,0.02509,0.00127
video,0.29787,0.00294
stone,0.03464,0.01105
teach,0.01555,0.0061
cleft,0.00064,0.00239
frost,0.00484,0.00518
prawn,0.00042,0.00169
booty,0.01159,0.02732
twist,0.0059,0.00065
apnea,0.00077,0.00318
stiff,0.00285,0.00009
plaza,0.01164,0.00079
ledge,0.00094,0.00293
tweak,0.00139,0.00081
board,0.17311,0.03452
grant,0.03881,0.01058
medic,0.00092,0.00123
bacon,0.00439,0.00742
cable,0.05713,0.02037
brawl,0.00046,0.0016
slunk,0.00003,0.00367
raspy,0.00009,0.01023
forum,0.20744,0.00272
drone,0.00059,0.01896
women,0.1977,0.01351
mucus,0.00049,0.00638
boast,0.00101,0.02193
toddy,0.00011,0.00508
coven,0.00024,0.01423
tumor,0.00606,0.00577
truer,0.00021,0.00996
wrath,0.00203,0.00393
stall,0.00172,0.00211
steam,0.00908,0.00161
axial,0.00137,0.00028
purer,0.00012,0.02371
daily,0.08628,0.04037
trail,0.01928,0.00989
niche,0.00326,0.00157
mealy,0.0001,0.03481
juice,0.00895,0.00388
nylon,0.00849,0.00034
plump,0.00276,0.00029
merry,0.00519,0.01567
flail,0.00013,0.00268
papal,0.00062,0.00299
wheat,0.00708,0.00385
berry,0.00616,0.0205
cower,0.00008,0.02037
erect,0.00168,0.00093
brute,0.00099,0.01938
leggy,0.00015,0.00232
snipe,0.00035,0.00898
sinew,0.00006,0.00769
skier,0.0007,0.00607
penny,0.00584,0.01706
jumpy,0.00014,0.00166
rally,0.00746,0.01506
umbra,0.00026,0.00014
scary,0.00454,0.00789
modem,0.01303,0.00299
gross,0.0134,0.01507
avian,0.00235,0.00029
greed,0.00163,0.01262
satin,0.0054,0.0253
tonic,0.00114,0.00457
parka,0.00056,0.00984
sniff,0.00085,0.00013
livid,0.00022,0.00172
stark,0.00284,0.00212
trump,0.00235,0.00075
giddy,0.00039,0.00262
reuse,0.00322,0.00666
taboo,0.00251,0.00208
avoid,0.02976,0.00068
quote,0.11351,0.00312
devil,0.01049,0.00278
liken,0.00011,0.00655
gloss,0.00279,0.01118
gayer,0.00005,0.01198
beret,0.00027,0.03722
noise,0.02052,0.01396
gland,0.00209,0.00888
dealt,0.00503,0.01915
sling,0.00138,0.00321
rumor,0.002,0.00222
opera,0.01486,0.00064
thigh,0.00177,0.0009
tonga,0.00392,0.01174
flare,0.00179,0.01395
wound,0.00474,0.00927
white,0.17108,0.00801
bulky,0.00096,0.01479
etude,0.00028,0.00043
horse,0.04765,0.02394
circa,0.00283,0.00524
paddy,0.00136,0.00577
inbox,0.00476,0.00002
fizzy,0.00016,0.00024
grain,0.00835,0.00862
exert,0.0009,0.0001
surge,0.00443,0.03555
gleam,0.00029,0.00191
belle,0.00474,0.01222
salvo,0.00037,0.0045
crush,0.00292,0.00272
fruit,0.01856,0.00595
sappy,0.00018,0.00869
taker,0.00051,0.01928
tract,0.00481,0.00349
ovine,0.00012,0.00043
spiky,0.00015,0.00605
frank,0.02559,0.0035
reedy,0.00026,0.00688
filth,0.00169,0.00574
spasm,0.00032,0.00052
heave,0.00024,0.00289
mambo,0.00421,0.00094
right,0.22305,0.00134
clank,0.00022,0.00401
trust,0.04496,0.00239
lumen,0.00058,0.0107
borne,0.00275,0.06801
spook,0.00026,0.00079
sauce,0.00894,0.03629
amber,0.00902,0.00181
lathe,0.00087,0.00715
carat,0.00277,0.02426
corer,0.00008,0.04499
dirty,0.01313,0.03276
slyly,0.00008,0.00193
affix,0.00036,0
alloy,0.00446,0.00491
taint,0.00031,0.0138
sheep,0.00731,0.00321
kinky,0.00265,0.00403
wooly,0.00021,0.01064
mauve,0.00048,0.00615
flung,0.00068,0.00078
yacht,0.00484,0.00068
fried,0.00356,0.028
quail,0.00104,0.00119
brunt,0.0004,0.00812
grimy,0.00011,0.00819
curvy,0.00029,0.00657
cagey,0.00005,0.05674
rinse,0.00154,0.0163
deuce,0.00079,0.00569
state,0.36936,0.00786
grasp,0.00267,0.0014
milky,0.00124,0.01316
bison,0.00163,0.00614
graft,0.00128,0.00313
sandy,0.00807,0.05179
baste,0.00008,0.03715
flask,0.00094,0.0017
hedge,0.00329,0.00248
girly,0.00063,0.02634
swash,0.00022,0.00074
boney,0.00033,0.13731
coupe,0.00397,0.02039
endow,0.00016,0.00005
abhor,0.00014,0.00008
welch,0.00247,0.00211
blade,0.0094,0.01399
